numero_dpe;date_derniere_modification_dpe;date_visite_diagnostiqueur;date_etablissement_dpe;date_reception_dpe;date_fin_validite_dpe;numero_dpe_remplace;numero_dpe_immeuble_associe;id_rnb;provenance_id_rnb;numero_rpls_logement;numero_immatriculation_copropriete;modele_dpe;version_dpe;methode_application_dpe;etiquette_dpe;etiquette_ges;classe_altitude;zone_climatique;type_batiment;type_installation_chauffage;type_installation_ecs;hauteur_sous_plafond;nombre_appartement;nombre_niveau_immeuble;nombre_niveau_logement;typologie_logement;appartement_non_visite;surface_habitable_immeuble;surface_habitable_logement;surface_tertiaire_immeuble;classe_inertie_batiment;score_ban;numero_etage_appartement;position_logement_dans_immeuble;nom_residence;complement_adresse_batiment;complement_adresse_logement;indicateur_confort_ete;protection_solaire_exterieure;logement_traversant;presence_brasseur_air;inertie_lourde;isolation_toiture;deperditions_totales_batiment;deperditions_totales_logement;deperditions_enveloppe;deperditions_ponts_thermiques;deperditions_murs;deperditions_planchers_hauts;deperditions_planchers_bas;deperditions_portes;deperditions_baies_vitrees;deperditions_renouvellement_air;qualite_isolation_enveloppe;qualite_isolation_murs;qualite_isolation_plancher_haut_comble_amenage;qualite_isolation_plancher bas;qualite_isolation_menuiseries;ubat_w_par_m2_k;emission_ges_5_usages;emission_ges_5_usages par_m2;emission_ges_chauffage;emission_ges_ecs;emission_ges_refroidissement;emission_ges_eclairage;emission_ges_auxiliaires;type_energie_n1;emission_ges_5_usages_energie_n1;emission_ges_chauffage_energie_n1;emission_ges_ecs_energie_n1;type_energie_n2;emission_ges_5_usages_energie_n2;emission_ges_chauffage_energie_n2;emission_ges_ecs_energie_n2;type_energie_n3;emission_ges_5_usages_energie_n3;emission_ges_chauffage_energie_n3;emission_ges_ecs_energie_n3;type_energie_principale_chauffage;type_generateur_chauffage_principal;type_installation_chauffage_n1;type_emetteur_installation_chauffage_n1;configuration_installation_chauffage_n1;description_installation_chauffage_n1;surface_chauffee_installation_chauffage_n1;type_generateur_n1_installation_n1;type_energie_generateur_n1_installation_n1;usage_generateur_n1_installation_n1;type_generateur_n2_installation_n1;type_energie_generateur_n2_installation_n1;usage_generateur_n2_installation_n1;type_installation_chauffage_n2;type_emetteur_installation_chauffage_n2;configuration_installation_chauffage_n2;description_installation_chauffage_n2;surface_chauffee_installation_chauffage_n2;type_generateur_n1_installation_n2;type_energie_generateur_n1_installation_n2;usage_generateur_n1_installation_n2;type_generateur_n2_installation_n2;type_energie_generateur_n2_installation_n2;usage_generateur_n2_installation_n2;type_energie_principale_ecs;type_generateur_chauffage_principal_ecs;type_installation_ecs_n1;configuration_installation_ecs_n1;description_installation_ecs_n1;nombre_logements_desservis_par_installation_ecs_n1;surface_habitable_desservie_par_installation_ecs_n1;type_installation_solaire_n1;production_ecs_solaire_installation_n1;type_generateur_n1_ecs_n1;type_energie_generateur_n1_ecs_n1;usage_generateur_n1_ecs_n1;description_generateur_n1_ecs_n1;volume_stockage_generateur_n1_ecs_n1;cop_generateur_n1_ecs_n1;type_generateur_n2_ecs_n1;type_energie_generateur_n2_ecs_n1;usage_generateur_n2_ecs_n1;description_generateur_n2_ecs_n1;volume_stockage_generateur_n2_ecs_n1;cop_generateur_n2_ecs_n1;type_ventilation;surface_ventilee;ventilation_posterieure_2012;type_generateur_froid;description_generateur_froid;surface_climatisee;categorie_enr;systeme_production_electricite_origine_renouvelable;presence_production_pv;surface_totale_capteurs_pv;nombre_module;production_electricite_pv_kwhep_par_an;electricite_pv_autoconsommee
2438N2097173L;12/06/2024;02/06/2024;11/06/2024;12/06/2024;10/06/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;24;1;;;0;1447.2;61.9;;;0.71;0;;;24/IMO/0135;BAT B11 B11-33-T3;;;;;;;912.8;42.2;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.65;758.7;12;387;356.8;0;8.8;6.1;Électricité;758.7;387;356.8;Gaz naturel;758.7;387;356.8;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N2065537R;10/06/2024;09/06/2024;09/06/2024;10/06/2024;08/06/2034;;2438N2065433R;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;39;1;;;1;2433.8;81.2;;;0.55;0;;;C-DI69-2024-30-232505;1206;;;;;;;1364.2;47.8;;;;;;;;;bonne;moyenne;;bonne;très bonne;0.64;1242.4;15;852.7;371.3;0;11.9;6.5;Électricité;1242.4;852.7;371.3;Gaz naturel;1242.4;852.7;371.3;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N1559313N;30/04/2024;29/04/2024;29/04/2024;30/04/2024;28/04/2034;;2438N1559275B;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;9;1;;;0;573;70.2;;;0.67;0;;;002EW066135;20116L0053;;;;;;;;;;;;;;;;;très bonne;très bonne;très bonne;très bonne;très bonne;0.4;1307;18;748;548.1;0;8.8;2.1;Gaz naturel;1307;748;548.1;Électricité;1307;748;548.1;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0944371U;26/10/2023;16/12/2021;17/12/2021;18/12/2021;16/12/2031;;;;;;;DPE NEUF logement : RT2012;2;dpe appartement généré à partir des données DPE immeuble;D;B;supérieur à 800m;H1c;appartement;individuel;individuel;2.5;8;1;;T1;1;634;80.3;;;0.77;0;RDC;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;bonne;très bonne;bonne;0.35;600.9;7;394.7;178.5;0;22;5.7;Électricité;600.9;394.7;178.5;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N3546888R;26/10/2023;19/10/2023;19/10/2023;20/10/2023;18/10/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;23;1;1;;0;1366.1;48;;;0.82;;;;;1-Opaline Bâtiment C R+5 23 logements-13-C013 T2 R+3;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.65;413.5;8.6;156.4;247.7;0;2;0.3;Réseau de Chauffage urbain;0;0;0;Électricité;2.4;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2138N1042978J;08/11/2023;08/09/2021;25/10/2021;19/05/2022;24/10/2031;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;37;1;1;;0;1657.8;40.4;;;0.81;;;;;;;;;;;;;;;;;;;;;;bonne;bonne;;très bonne;très bonne;0.55;605.4;15;251;488.6;0;1.7;0.2;Gaz naturel;0;0;0;Électricité;1.9;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N0992210V;26/10/2023;26/03/2023;23/03/2023;24/03/2023;22/03/2033;;2338N0987112T;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;;;4;;1;;47.3;;;0.8;2;;Immeuble d'habitation;;23;bon;0;0;0;0;0;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.56;1015.8;21.4;603;402.3;0;6.5;4;Gaz naturel;997.9;596.3;401.6;Électricité;17.9;6.7;0.7;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0609203S;08/11/2023;21/10/2021;21/10/2021;02/11/2021;20/10/2031;;;;;;;DPE NEUF logement : RT2012;1.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;14;1;1;;0;739.8;74.7;;;0.53;;;;;;;;;;;;;;;;;;;;;;bonne;bonne;;bonne;très bonne;0.52;1190.5;15.9;769.5;571.8;0;3.5;0.2;Gaz naturel;0;0;0;Électricité;3.7;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N1966935H;25/06/2024;19/05/2024;02/06/2024;03/06/2024;01/06/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;27;1;;;0;1530;20.6;;;0.7;0;;;24/IMO/0119;A13 A13-01-T2;;;;;;;970.8;23;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.62;482.1;23;220.8;256.7;0;2.8;1.8;Électricité;482.1;220.8;256.7;Gaz naturel;482.1;220.8;256.7;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N0475968K;09/02/2024;17/01/2024;17/01/2024;09/02/2024;16/01/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;15;1;1;;0;964.2;92.5;;;0.36;;;;;1-Bâtiment-15-202;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.54;1340.4;14.4;813.8;503.7;0;3.9;1.6;Gaz naturel;0;0;0;Électricité;5.5;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N0580734U;08/11/2023;21/03/2022;21/03/2022;22/03/2022;20/03/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;25;1;1;;0;1248.2;41.4;;;0.76;;;;;;;;;;;;;;;;;;;;;;bonne;bonne;;très bonne;très bonne;0.61;761.9;18.3;475.9;392.6;0;1.7;0.1;Gaz naturel;0;0;0;Électricité;1.8;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N0543422U;15/02/2024;06/02/2024;14/02/2024;15/02/2024;13/02/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;88.8;88.8;;;0.81;;;;;1-2 villas Pont de Cheruy   Villa 2-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.33;150.6;1.6;98.6;34.3;0;12.6;0.7;Électricité;17.8;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2138N0609216F;08/11/2023;21/10/2021;21/10/2021;02/11/2021;20/10/2031;;;;;;;DPE NEUF logement : RT2012;1.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;14;1;1;;0;739.8;62.8;;;0.53;;;;;;;;;;;;;;;;;;;;;;bonne;bonne;;bonne;très bonne;0.52;949;15;555.6;536.3;0;2.9;0.2;Gaz naturel;0;0;0;Électricité;3.1;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N4082344D;29/11/2023;26/11/2023;28/11/2023;29/11/2023;27/11/2033;;2338N4082012J;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;;;appartement;collectif;collectif;2.5;49;1;1;;0;2988.1;72.3;;;0.56;;;;;1-CG1-38-A20;;;;;;;;;;;;;;;;;moyenne;bonne;;très bonne;très bonne;0.85;121.9;1.6;40.8;58.7;0;3;1.3;Électricité;4.3;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2138N0753248X;08/11/2023;14/11/2021;22/11/2021;23/11/2021;21/11/2031;;;;;;;DPE NEUF logement : RT2012;1.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;40;1;1;;0;2366;46.4;;;0.62;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.63;909.4;19.6;407.9;693.1;0;2;0.2;Gaz naturel;0;0;0;Électricité;2.2;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N2560444N;26/10/2023;25/07/2023;26/07/2023;28/07/2023;25/07/2033;;2338N2560438H;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;collectif;collectif;2.5;25;1;1;;0;1148.5;44.6;;;0.81;;;;;2-Maison de Blandine - Batiment B-1-B001;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.5;599.2;13.4;290.9;299.2;0;2;0.2;Gaz naturel;0;0;0;Électricité;2.2;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N4105246Z;30/11/2023;27/11/2023;27/11/2023;30/11/2023;26/11/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;16;1;1;;0;921.2;42.7;;;0.81;;;;;1-Batiment-7-103;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.47;432;10.1;138.6;282.9;0;1.9;0.6;Gaz naturel;0;0;0;Électricité;2.5;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N1982115C;26/10/2023;12/06/2023;12/06/2023;14/06/2023;11/06/2033;;2338N1963908V;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;18;1;1;;0;1284.1;84.1;;;0.6;;;;;1-Bâtiment C-5-C13;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.61;910.5;10.8;478.1;418.2;0;3.3;0;Gaz naturel;0;0;0;Électricité;3.3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N1482710G;24/04/2024;23/04/2024;23/04/2024;24/04/2024;22/04/2034;;2438N1482682E;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;30;1;1;;0;1386;59.6;;;0.77;;;;;1-Bâtiment BLANDINE - 1A-14-A1 205;;;;;;;;;;;;;;;;;bonne;bonne;;très bonne;très bonne;0.63;699;11.7;233.7;451.2;0;2.5;0.9;Gaz naturel;0;0;0;Électricité;3.4;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N2852636Q;26/10/2023;24/11/2022;27/11/2022;28/11/2022;26/11/2032;;2238N2852618Y;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;30;1;1;;0;1923.8;65.4;;;0.77;;;;;1-Bâtiment A-9-A101;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.58;667.9;10.2;292;512.5;0;3;0;Gaz naturel;0;0;0;Électricité;3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N2352394Q;28/06/2024;27/06/2024;27/06/2024;28/06/2024;26/06/2034;;;;;;;DPE NEUF logement : RE2020;2.3;dpe issu d'une étude energie environement réglementaire RE2020 bâtiment : maison individuelle;A;A;inférieur à 400m;H1c;maison;;;2.5;;1;1;;;;;;;0.57;;;;;;bon;1;0;1;0;1;;;0.2;12.7;31.5;7.3;8.1;17.4;17.4;52;très bonne;très bonne;très bonne;très bonne;très bonne;0.24;178;1.3;105;47;4;15;7;Électricité;178;105;47;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;7.3;
2238N2596635L;26/10/2023;17/10/2022;02/11/2022;03/11/2022;01/11/2032;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;24;1;;;1;1473.6;49.2;;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0408349P;08/11/2023;28/02/2022;28/02/2022;01/03/2022;28/02/2032;2238N0408324Q;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;14;1;1;;0;900.1;84.7;;;0.57;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.6;941.7;11;468.7;641.7;0;3.5;0;Gaz naturel;0;0;0;Électricité;3.5;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N2152642W;17/06/2024;16/06/2024;16/06/2024;17/06/2024;15/06/2034;;2438N2152632M;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;32;1;1;;0;1987.7;47.8;;;0.79;;;;;1-Bâtiment A_B-2-A 002;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.56;390.3;8.1;130.5;248.4;0;2;0.8;Réseau de Chauffage urbain;0;0;0;Électricité;2.8;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;réseau de chaleur ou de froid vertueux;;;;;0;
2338N2306975S;26/10/2023;06/07/2023;06/07/2023;07/07/2023;05/07/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;112.4;112.4;;;0.58;;;;;1-Batiment n 1-1-LogZone;;;;;;;;;;;;;;;;;très bonne;bonne;;très bonne;très bonne;0.31;197.3;1.7;135.6;37.8;0;16.4;2.5;Électricité;24;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2238N0760153N;26/10/2023;17/03/2022;10/04/2022;11/04/2022;09/04/2032;;2238N0760140A;;;;;DPE NEUF logement : RT2012;2.1;dpe appartement généré à partir des données DPE immeuble;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;14;1;;;0;961.4;56.6;;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0773721I;26/10/2023;23/11/2021;24/11/2021;25/11/2021;23/11/2031;;;;;;;DPE NEUF logement : RE2020;1.1;dpe appartement généré à partir des données DPE immeuble;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;29;1;;T1;1;1954.2;72.4;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N2852653H;26/10/2023;24/11/2022;27/11/2022;28/11/2022;26/11/2032;;2238N2852618Y;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;30;1;1;;0;1923.8;42;;;0.77;;;;;1-Bâtiment A-19-A202;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.58;544;12.9;231.8;429;0;1.9;0;Gaz naturel;0;0;0;Électricité;1.9;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1086583N;26/10/2023;17/05/2022;17/05/2022;18/05/2022;16/05/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe appartement généré à partir des données DPE immeuble;C;C;400-800m;H1c;appartement;individuel;individuel;2.5;26;1;;;0;1075.8;82.8;;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N1420003K;26/10/2023;29/03/2023;27/04/2023;28/04/2023;26/04/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;79.2;79.2;;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N4152828B;04/12/2023;26/11/2023;26/11/2023;04/12/2023;25/11/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;29;1;1;;0;1788.8;95.3;;;0.79;;;;;1-Bâtiment-18-202;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.59;1044.8;10.9;602.9;423.9;0;4.3;0;Gaz naturel;0;0;0;Électricité;4.3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N2283783R;26/10/2023;26/09/2022;03/10/2022;04/10/2022;02/10/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe appartement généré à partir des données DPE immeuble;B;B;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;20;1;;;1;1349.4;45.5;;;0.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N1463324O;08/11/2023;27/06/2022;27/06/2022;28/06/2022;26/06/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;;;appartement;individuel;individuel;2.5;50;1;1;;0;3206.2;109.7;;;0.74;;;;;;;;;;;;;;;;;;;;;;moyenne;moyenne;;très bonne;très bonne;0.73;310.6;2.8;118;225.6;0;4.3;2.4;Réseau de Chauffage urbain;0;0;0;Électricité;6.8;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N0519725H;08/11/2023;14/03/2022;14/03/2022;15/03/2022;13/03/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;;;appartement;individuel;individuel;2.5;37;1;1;;0;2427.9;45.4;;;0.82;;;;;;;;;;;;;;;;;;;;;;moyenne;très bonne;;très bonne;très bonne;0.7;72.9;1.6;38.6;32.1;0;1.8;0.5;Électricité;2.3;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
