numero_dpe;adresse_ban;numero_voie_ban;nom_rue_ban;nom_commune_ban;code_postal_ban;code_insee_ban;code_departement_ban;code_region_ban;identifiant_ban;statut_geocodage;adresse_brut;nom_commune_brut;code_postal_brut
2338N1032586T;Boulevard Michel Perret 38210 Tullins;;Boulevard Michel Perret;Tullins;38210;38517;38;84;38517_0405;adresse non géocodée ban car aucune correspondance trouvée;Michel Perret;TULLINS;38210
2238N0149696K;Champ des Chards 38250 Corrençon-en-Vercors;;;Corrençon-en-Vercors;38250;38129;38;84;38129_B011;adresse non géocodée ban car aucune correspondance trouvée;Champs de Chards;CORRENCON-EN-VERCORS;38250
2338N2429509O;Voie des Contamines 38890 Saint-Chef;;Voie des Contamines;Saint-Chef;38890;38374;38;84;38374_910lkl;adresse non géocodée ban car aucune correspondance trouvée;3 Voie des Contaminés;SAINT-CHEF;38890
2238N0446442S;Rue des Sources 38920 Crolles;;Rue des Sources;Crolles;38920;38140;38;84;38140_0604;adresse non géocodée ban car aucune correspondance trouvée;RUE DES SOURCES;CROLLES;38920
2238N1217378C;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2238N1526453P;11 Allee du Docteur Pierre Berthier 38300 Bourgoin-Jallieu;11;Allee du Docteur Pierre Berthier;Bourgoin-Jallieu;38300;38053;38;84;38053_0061_00011;adresse non géocodée ban car aucune correspondance trouvée;11 DU DOCTEUR PIERRE BERTHIER;BOURGOIN-JALLIEU;38300
2238N1028649H;Rue Eugene Ravanat 38320 Eybens;;Rue Eugene Ravanat;Eybens;38320;38158;38;84;38158_0062;adresse non géocodée ban car aucune correspondance trouvée;rue Ravanat;EYBENS;38320
2338N3202368X;Avenue de Verdun 38240 Meylan;;Avenue de Verdun;Meylan;38240;38229;38;84;38229_0790;adresse non géocodée ban car aucune correspondance trouvée;Avenue de Verdun;MEYLAN;38240
2138N0346857M;30 Rue de la Houille Blanche 38190 Villard-Bonnot;30;Rue de la Houille Blanche;Villard-Bonnot;38190;38547;38;84;38547_0270_00030;adresse géocodée ban à l'adresse;30 Rue de la Houille Blanche;Villard-Bonnot;38190
2238N0403359R;Avenue Frederic Joliot Curie 38130 Échirolles;;Avenue Frederic Joliot Curie;Échirolles;38130;38151;38;84;38151_0160;adresse non géocodée ban car aucune correspondance trouvée;AVENUE FREDERIC JOLIOT CURIE;ECHIROLLES;38130
2338N2446250L;Allée du Jardin des Dames 38780 Estrablin;;Allée du Jardin des Dames;Estrablin;38780;38157;38;84;38157_r21o05;adresse non géocodée ban car aucune correspondance trouvée;LOTIST LE JARDIN DES DAMES - N°8 81 LE JARDIN DES DAMES;ESTRABLIN;38780
2138N0445413C;Lotissement le Ravinson 38450 Saint-Georges-de-Commiers;;Lotissement le Ravinson;Saint-Georges-de-Commiers;38450;38388;38;84;38388_A350;adresse non géocodée ban car aucune correspondance trouvée;Lotissement ''La Chute de Ravinson'' - Lieudit ''Ravinson'';SAINT-GEORGES-DE-COMMIERS;38450
2238N2628518S;Rue de Nantes 38000 Grenoble;;;Grenoble;38000;38185;38;84;38185_5240;adresse géocodée ban à l'adresse;Le Ginkgo;;
;;;;;;;;;;;;;
2238N1401279F;Les Evequaux 38330 Biviers;;Les Evequaux;Biviers;38330;38045;38;84;38045_lzqjpf;adresse géocodée ban à l'adresse;Les Evequaux;Biviers;38330
2338N3869291U;Avenue de l’Eclose 38750 Huez;;Avenue de l’Eclose;Huez;38750;38191;38;84;38191_0180;adresse non géocodée ban car aucune correspondance trouvée;Avenue de l'Eclose;Huez;38750
2338N1680745Y;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;adresse géocodée ban à l'adresse;Résidence Terre Blanche,;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
2238N1452643T;9 Rue Gustave Flaubert 38100 Grenoble;9;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380_00009;adresse géocodée ban à l'adresse;9 Rue Gustave Flaubert;Grenoble;38100
2138N0363066X;Impasse de Bourgeron 38110 Saint-Didier-de-la-Tour;;;Saint-Didier-de-la-Tour;38110;38381;38;84;38381_0080;adresse non géocodée ban car aucune correspondance trouvée;Impasse de Bourgeron;SAINT-DIDIER-DE-LA-TOUR;38110
2138N0484224V;Avenue de la Libération 38290 La Verpillière;;Avenue de la Libération;La Verpillière;38290;38537;38;84;38537_0120;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Libération;LA VERPILLIERE;38290
2338N1087806P;Rue de la Plaine 38690 Le Grand-Lemps;;Rue de la Plaine;Le Grand-Lemps;38690;38182;38;84;38182_0403;adresse non géocodée ban car aucune correspondance trouvée;Lotissement Cote Plaine La Plaine;LE GRAND LEMPS;38690
2238N0965252Y;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;adresse non géocodée ban car aucune correspondance trouvée;Rue Aimé REQUET - Le PENINSULA;Grenoble;38000
2238N1452721T;9 Rue Gustave Flaubert 38100 Grenoble;9;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380_00009;adresse géocodée ban à l'adresse;9 Rue Gustave Flaubert;Grenoble;38100
2338N3676205K;4 Rue Lucie Et Paulette Roche 38120 Saint-Égrève;4;Rue Lucie Et Paulette Roche;Saint-Égrève;38120;38382;38;84;38382_0645_00004;adresse non géocodée ban car aucune correspondance trouvée;4 rue Lucie et Paulette Roche;SAINT-EGREVE;38120
2238N0174584Q;Route du Meridien 38200 Serpaize;;;Serpaize;38200;38484;38;84;38484_0330;adresse géocodée ban à l'adresse;route du village/route du méridien;SERPAIZE;38200
2238N0228656I;Route de Pré Pinet 38410 Saint-Martin-d'Uriage;;;Saint-Martin-d'Uriage;38410;38422;38;84;38422_0328;adresse géocodée ban à l'adresse;159 route de pré pinet;ST MARTIN D URIAGE;38410
2338N2356040V;Chemin de Glayan 38230 Tignieu-Jameyzieu;;Chemin de Glayan;Tignieu-Jameyzieu;38230;38507;38;84;38507_1180;adresse non géocodée ban car aucune correspondance trouvée;Chemin de Glayan  Lotist Le Clos Felix N°8;TIGNIEU JAMEYZIEU;38230
2338N0509935U;412 Route de Champfeuillet 38430 Moirans;412;Route de Champfeuillet;Moirans;38430;38239;38;84;38239_0109_00412;adresse non géocodée ban car aucune correspondance trouvée;412 route de Champfeuillet;MOIRANS;38430
2238N3053826S;Avenue Henri Bergson 38080 L'Isle-d'Abeau;;;L'Isle-d'Abeau;38080;38193;38;84;38193_0142;adresse géocodée ban à l'adresse;21, Avenue Bergson;;
"ZAC St Hubert""";;5037.7;70;2984.7;1601;0;322.8;129.1;4761.7;0;140.3;56.1;1047.1
2438N0033103D;Chemin de l’Agnelas 38700 La Tronche;;Chemin de l’Agnelas;La Tronche;38700;38516;38;84;38516_0010;adresse non géocodée ban car aucune correspondance trouvée;Rue de l'Agnelas;LA TRONCHE;38700
2238N3118770O;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N2649037X;Rue Voltaire 38400 Saint-Martin-d'Hères;;;Saint-Martin-d'Hères;38400;38421;38;84;38421_1032;adresse géocodée ban à l'adresse;LA PLAINE VOLTAIRE;ST MARTIN D HERES;38400
2338N4374022N;Chemin de Grange Haute 38121 Chonas-l'Amballan;;Chemin de Grange Haute;Chonas-l'Amballan;38121;38107;38;84;38107_0045;adresse non géocodée ban car aucune correspondance trouvée;Lotist Les Terres de Granges Hautes, N°3 Chemin de Granges Hautes, Chemin de la Jaquemardière;CHONAS L AMBALLAN;38121
2438N0803017F;Chemin de Grange Haute 38121 Chonas-l'Amballan;;Chemin de Grange Haute;Chonas-l'Amballan;38121;38107;38;84;38107_0045;adresse non géocodée ban car aucune correspondance trouvée;CHEMIN DE GRANGES HAUTES;CHONAS-L'AMBALLAN;38121
2238N0526187V;Boulevard Jules Ferry 38190 Villard-Bonnot;;Boulevard Jules Ferry;Villard-Bonnot;38190;38547;38;84;38547_0310;adresse non géocodée ban car aucune correspondance trouvée;BD JULES FERRY;VILLARD BONNOT;38190
2338N2564514B;16 Rue de la République 38360 Sassenage;16;Rue de la République;Sassenage;38360;38474;38;84;38474_0160_00016;adresse non géocodée ban car aucune correspondance trouvée;16 rue de la République;SASSENAGE;38360
2338N3901902B;rue de l'isere 38120 Saint-Égrève;;rue de l'isere;Saint-Égrève;38120;38382;38;84;38382_0290;adresse non géocodée ban car aucune correspondance trouvée;Rue de l'Isère;SAINT-EGREVE;38120
2338N3714811G;8 Rue Lucie Et Paulette Roche 38120 Saint-Égrève;8;Rue Lucie Et Paulette Roche;Saint-Égrève;38120;38382;38;84;38382_0645_00008;adresse non géocodée ban car aucune correspondance trouvée;8 rue Lucie et Paulette Roche;SAINT-EGREVE;38120
2138N0230883Y;Rue Alphonse Daudet 38400 Saint-Martin-d'Hères;;Rue Alphonse Daudet;Saint-Martin-d'Hères;38400;38421;38;84;38421_0036;adresse non géocodée ban car aucune correspondance trouvée;ZAC DAUDET ILOT A3 ANETH RUE ALPHONSE DAUDET;SAINT MARTIN D'HERES;38400
2238N2472628Y;Rue Voltaire 38400 Saint-Martin-d'Hères;;;Saint-Martin-d'Hères;38400;38421;38;84;38421_1032;adresse géocodée ban à l'adresse;LA PLAINE VOLTAIRE;ST MARTIN D HERES;38400
2238N3118688K;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N0733440C;Avenue d'Echirolles 38320 Eybens;;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078;adresse non géocodée ban car aucune correspondance trouvée;41 Avenue d'Echirolles;EYBENS;38320
2138N0484264J;Avenue de la Libération 38290 La Verpillière;;Avenue de la Libération;La Verpillière;38290;38537;38;84;38537_0120;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Libération;LA VERPILLIERE;38290
2138N0773411K;rue louise bourgeois 38400 Saint-Martin-d'Hères;;rue louise bourgeois;Saint-Martin-d'Hères;38400;38421;38;84;38421_0628;adresse non géocodée ban car aucune correspondance trouvée;Rue Louise Bourgeois;SAINT MARTIN D'HERES;38400
2238N0578998A;Rue Bois Pilon 38550 Le Péage-de-Roussillon;;Rue Bois Pilon;Le Péage-de-Roussillon;38550;38298;38;84;38298_0120;adresse non géocodée ban car aucune correspondance trouvée;Rue du Bois PIlon;LE PEAGE-DE-ROUSSILLON;38550
2338N0267829A;Chemin des Cornees 38200 Seyssuel;;Chemin des Cornees;Seyssuel;38200;38487;38;84;38487_0029;adresse non géocodée ban car aucune correspondance trouvée;Chemin des Cornées Lotist le Vivier;SEYSSUEL;38200
2238N1462494Q;11 Allee du Docteur Pierre Berthier 38300 Bourgoin-Jallieu;11;Allee du Docteur Pierre Berthier;Bourgoin-Jallieu;38300;38053;38;84;38053_0061_00011;adresse non géocodée ban car aucune correspondance trouvée;11 DU DOCTEUR PIERRE BERTHIER;BOURGOIN-JALLIEU;38300
2238N0754532I;Avenue d'Echirolles 38320 Eybens;;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078;adresse non géocodée ban car aucune correspondance trouvée;41 Avenue d'Echirolles;EYBENS;38320
2238N2291267N;Chemin des Vignes 38140 Rives;;Chemin des Vignes;Rives;38140;38337;38;84;38337_0340;adresse non géocodée ban car aucune correspondance trouvée;Chemin des vignes;RIVES;38140
2438N0584030Q;Route de Charavines 38140 Apprieu;;Route de Charavines;Apprieu;38140;38013;38;84;38013_0150;adresse non géocodée ban car aucune correspondance trouvée;780 ROUTE DE CHARAVINES;APPRIEU;38140
2438N0294208Q;Chemin de Beauregard 38200 Vienne;;Chemin de Beauregard;Vienne;38200;38544;38;84;38544_0182;adresse non géocodée ban car aucune correspondance trouvée;chemin de Beauregard;VIENNE;38200
2338N0977881S;1 Rue de la Paix 38130 Échirolles;1;Rue de la Paix;Échirolles;38130;38151;38;84;38151_0460_00001;adresse non géocodée ban car aucune correspondance trouvée;1, rue de la paix;ECHIROLLES;38130
2338N2465854L;Avenue Francois Mitterrand 38500 Voiron;;Avenue Francois Mitterrand;Voiron;38500;38563;38;84;38563_1380;adresse non géocodée ban car aucune correspondance trouvée;Avenue François Mitterrand / Rue du Mail;VOIRON;38500
2238N1070644M;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2438N1404912A;9 Rue de l'Ile de Sein 38000 Grenoble;9;Rue de l'Ile de Sein;Grenoble;38000;38185;38;84;38185_3662_00009;adresse non géocodée ban car aucune correspondance trouvée;9 rue de l'ile de sein;Grenoble;38000
2238N1462618K;11 Allee du Docteur Pierre Berthier 38300 Bourgoin-Jallieu;11;Allee du Docteur Pierre Berthier;Bourgoin-Jallieu;38300;38053;38;84;38053_0061_00011;adresse non géocodée ban car aucune correspondance trouvée;11 DU DOCTEUR PIERRE BERTHIER;BOURGOIN-JALLIEU;38300
2238N0580510E;249 Rue de la Convention 38670 Chasse-sur-Rhône;249;Rue de la Convention;Chasse-sur-Rhône;38670;38087;38;84;38087_0198_00249;adresse non géocodée ban car aucune correspondance trouvée;221, 249 rue de la Convention;CHASSE-SUR-RHONE;38670
2238N0001592C;Rue Victor Hugo 38540 Heyrieux;;;Heyrieux;38540;38189;38;84;38189_0800;adresse géocodée ban à l'adresse;BAT B Rue Victor Hugo;HEYRIEUX;38540
2138N0512313E;Route du Mollard 38110 La Chapelle-de-la-Tour;218;du Mollard;La Chapelle-de-la-Tour;38110;38076;38;84;38076_0480;adresse géocodée ban à l'adresse;218 du Mollard;La Chapelle-de-la-Tour;38110
2338N1915211W;Grand Rue 38000 Grenoble;;Grand Rue;Grenoble;38000;38185;38;84;38185_3320;adresse non géocodée ban car aucune correspondance trouvée;4A  Rue Moyrand;Grenoble;38000
2238N0954527L;Route de Crémieu 38460 Trept;;Route de Crémieu;Trept;38460;38515;38;84;38515_0040;adresse non géocodée ban car aucune correspondance trouvée;Route de Crémieu;TREPT;38460
2338N2465611C;Avenue Francois Mitterrand 38500 Voiron;;Avenue Francois Mitterrand;Voiron;38500;38563;38;84;38563_1380;adresse non géocodée ban car aucune correspondance trouvée;Avenue François Mitterrand / Rue du Mail;VOIRON;38500
2238N0987319R;Route Nationale 1085 38300 Nivolas-Vermelle;;;Nivolas-Vermelle;38300;38276;38;84;38276_0370;adresse géocodée ban à l'adresse;50, route Nationale 85;NIVOLAS-VERMELLE;38300
2438N0790817Z;Chemin de l’Agnelas 38700 La Tronche;;Chemin de l’Agnelas;La Tronche;38700;38516;38;84;38516_0010;adresse non géocodée ban car aucune correspondance trouvée;Rue de l'Agnelas;LA TRONCHE;38700
2138N0983021I;32b Impasse Charles Bourseul 38340 Voreppe;32b;Impasse Charles Bourseul;Voreppe;38340;38565;38;84;38565_0048_00032_b;adresse non géocodée ban car aucune correspondance trouvée;32B impasse charles bourseul;VOREPPE;38340
2238N3020899H;Allée des Charmanches 38920 Crolles;;;Crolles;38920;38140;38;84;38140_0180;adresse géocodée ban à l'adresse;GROUPE 16038;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
2238N3118534M;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2138N0907145A;Route de Picardon 38119 Pierre-Châtel;;;Pierre-Châtel;38119;38304;38;84;38304_0285;adresse géocodée ban à l'adresse;de Picardon;PIERRE-CHÂTEL;38119
2338N1032600H;Boulevard Michel Perret 38210 Tullins;;Boulevard Michel Perret;Tullins;38210;38517;38;84;38517_0405;adresse non géocodée ban car aucune correspondance trouvée;Michel Perret;TULLINS;38210
2238N0519740W;Rue Capitaine Lanvin-Lespiau 38000 Grenoble;;Rue Capitaine Lanvin-Lespiau;Grenoble;38000;38185;38;84;38185_1263;adresse non géocodée ban car aucune correspondance trouvée;Rue Capitaine Lanvin-Lespiau;Grenoble;38000
2238N2293928W;Route de Charavines 38140 Apprieu;;;Apprieu;38140;38013;38;84;38013_0150;adresse géocodée ban à l'adresse;1375 Route de Charavines;LE RIVIER D'APPRIEU;38140
2238N1618848G;Crolles;;Zac Eco-quartier Secteur 2 Ilots 1A/1B;Crolles;38920;38140;38;84;38140;adresse géocodée ban à l'adresse;Eco quartier - secteur 2 - ilot 1a et 1b;Crolles;38920
2138N0773439M;rue louise bourgeois 38400 Saint-Martin-d'Hères;;rue louise bourgeois;Saint-Martin-d'Hères;38400;38421;38;84;38421_0628;adresse non géocodée ban car aucune correspondance trouvée;Rue Louise Bourgeois;SAINT MARTIN D'HERES;38400
2238N2358062O;Cours Liberation Gal de Gaulle 38100 Grenoble;;Cours Liberation Gal de Gaulle;Grenoble;38100;38185;38;84;38185_4380;adresse non géocodée ban car aucune correspondance trouvée;Cours de la Libération;GRENOBLE;38100
2238N0060426Y;Rue Madeleine 38000 Grenoble;;;Grenoble;38000;38185;38;84;38185_4600;adresse géocodée ban à l'adresse;18 Chemin de la Madeleine, Villa n°5;GRENOBLE;38000
2338N3871547O;Route de l’Altiport 38750 Huez;;Route de l’Altiport;Huez;38750;38191;38;84;38191_0005;adresse non géocodée ban car aucune correspondance trouvée;Route de l'Altiport;ALPE D'HUEZ;38750
2338N1707397A;Montée des Grands Prés 38200 Vienne;;Montée des Grands Prés;Vienne;38200;38544;38;84;38544_0746;adresse géocodée ban à l'adresse;2 Montée des Grands Prés;VIENNE;38200
2238N0962765H;6 Chemin Doutan 38490 Les Abrets en Dauphiné;6;Chemin Doutan;Les Abrets en Dauphiné;38490;38001;38;84;38001_0118_00006;adresse non géocodée ban car aucune correspondance trouvée;6 Chemin Doutan;LES ABRETS EN DAUPHINE;38490
2238N1182499P;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2238N0757101D;Avenue d'Echirolles 38320 Eybens;;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078;adresse non géocodée ban car aucune correspondance trouvée;41 Avenue d'Echirolles;EYBENS;38320
2238N0663185Z;Chemin des Lauriers 38260 La Frette;;Chemin des Lauriers;La Frette;38260;38174;38;84;38174_0116;adresse non géocodée ban car aucune correspondance trouvée;Chemin des Lauriers;LA FRETTE;38260
2138N0346818Z;30 Rue de la Houille Blanche 38190 Villard-Bonnot;30;Rue de la Houille Blanche;Villard-Bonnot;38190;38547;38;84;38547_0270_00030;adresse géocodée ban à l'adresse;30 Rue de la Houille Blanche;Villard-Bonnot;38190
2338N2270193A;Rue d'Orgères 38110 Saint-Jean-de-Soudain;;Rue d'Orgères;Saint-Jean-de-Soudain;38110;38401;38;84;38401_0570;adresse non géocodée ban car aucune correspondance trouvée;278 rue d'Orgères;SAINT-JEAN-DE-SOUDAIN;38110
2438N2728999L;route de la thivolière 38210 Poliénas;;route de la thivolière;Poliénas;38210;38310;38;84;38310_0930;adresse non géocodée ban car aucune correspondance trouvée;LA THIVOLLIERE;POLIENAS;38210
2438N0350828I;110 Rue des Charbonnières 38160 Saint-Marcellin;110;Rue des Charbonnières;Saint-Marcellin;38160;38416;38;84;38416_1219_00110;adresse non géocodée ban car aucune correspondance trouvée;110 rue des Charbonnières;SAINT-MARCELLIN;38160
2438N0211110O;4 Rue Marceline Desbordes-Valmore 38100 Grenoble;4;Rue Marceline Desbordes-Valmore;Grenoble;38100;38185;38;84;38185_4731_00004;adresse non géocodée ban car aucune correspondance trouvée;4 rue Marceline Desbordes-Valmore;Grenoble;38000
2238N0737952Q;Avenue d'Echirolles 38320 Eybens;;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078;adresse non géocodée ban car aucune correspondance trouvée;41 Avenue d'Echirolles;EYBENS;38320
2338N4564622H;Avenue de l’Europe 38330 Montbonnot-Saint-Martin;;Avenue de l’Europe;Montbonnot-Saint-Martin;38330;38249;38;84;38249_0072;adresse non géocodée ban car aucune correspondance trouvée;1300/1360 de l'Europe;MONTBONNOT-SAINT-MARTIN;38330
2238N1070748M;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2438N1044842E;Passage du Chassigneu 38730 Villages du Lac de Paladru;;Passage du Chassigneu;Villages du Lac de Paladru;38730;38292;38;84;38292_0300;adresse non géocodée ban car aucune correspondance trouvée;15 ROUTE DU CHASSIGNEU;VILLAGES DU LAC DE PALADRU;38850
2238N1452770Q;9 Rue Gustave Flaubert 38100 Grenoble;9;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380_00009;adresse géocodée ban à l'adresse;9 Rue Gustave Flaubert;Grenoble;38100
2438N0144953B;Impasse du Curtil 38690 Bizonnes;;Impasse du Curtil;Bizonnes;38690;38046;38;84;38046_0231;adresse géocodée ban à l'adresse;Impasse du Curtil;BIZONNES;38690
2238N1733334O;Chemin du Favouley 38690 Oyeu;;Chemin du Favouley;Oyeu;38690;38287;38;84;38287_0050;adresse non géocodée ban car aucune correspondance trouvée;Chemin du Favouley;OYEU;38690
2138N0559113E;Route de Massié 38490 Les Abrets en Dauphiné;;Route de Massié;Les Abrets en Dauphiné;38490;38001;38;84;38165_0095;adresse non géocodée ban car aucune correspondance trouvée;ROUTE DE MASSIE;FITILIEU;38490
2238N1314601L;Rue Beyle Stendhal 38640 Claix;;Rue Beyle Stendhal;Claix;38640;38111;38;84;38111_0040;adresse non géocodée ban car aucune correspondance trouvée;Beyle Stendhal;CLAIX;38640
2238N1217289R;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2438N2154406S;Avenue du Granier 38240 Meylan;;Avenue du Granier;Meylan;38240;38229;38;84;38229_0383;adresse non géocodée ban car aucune correspondance trouvée;AVENUE DU GRANIER;MEYLAN;38240
2238N1122597R;Rue Daniel Bosc 38150 Roussillon;;;Roussillon;38150;38344;38;84;38344_0355;adresse géocodée ban à l'adresse;Daniel Bosc;ROUSSILLON;38150
2338N1898015M;Route de Loyettes 38460 Saint-Romain-de-Jalionas;;Route de Loyettes;Saint-Romain-de-Jalionas;38460;38451;38;84;38451_0180;adresse géocodée ban à l'adresse;33 route de Loyette - Revolat;SAINT-ROMAIN-DE-JALIONAS;38460
2438N1028981D;Avenue Jean Jaures 38320 Eybens;;Avenue Jean Jaures;Eybens;38320;38158;38;84;38158_mk4w9a;adresse non géocodée ban car aucune correspondance trouvée;24 Jean Jaures;Eybens;38320
2338N3115920Z;Rue Joseph Bouchayer 38100 Grenoble;;Rue Joseph Bouchayer;Grenoble;38100;38185;38;84;38185_3960;adresse non géocodée ban car aucune correspondance trouvée;RUE JOSEPH BOUCHAYER;GRENOBLE;38000
2238N1635049J;38 Avenue Hector Berlioz 38260 La Côte-Saint-André;38;Avenue Hector Berlioz;La Côte-Saint-André;38260;38130;38;84;38130_0300_00038;adresse non géocodée ban car aucune correspondance trouvée;38 Avenue Hector Berlioz;LA COTE-SAINT-ANDRE;38260
2338N1744830T;Route de la Pâle 38650 Saint-Paul-lès-Monestier;;Route de la Pâle;Saint-Paul-lès-Monestier;38650;38438;38;84;38438_xlmi4n;adresse non géocodée ban car aucune correspondance trouvée;Route départementale;ST PAUL LES MONESTIER;38650
2238N2315955B;Rue du Travail 38230 Pont-de-Chéruy;;Rue du Travail;Pont-de-Chéruy;38230;38316;38;84;38316_0440;adresse non géocodée ban car aucune correspondance trouvée;Rue du Travail;PONT-DE-CHERUY;38230
2438N2262933V;Rue Pierre Vincendon 38110 La Tour-du-Pin;;Rue Pierre Vincendon;La Tour-du-Pin;38110;38509;38;84;38509_0750;adresse géocodée ban à l'adresse;Rue Pierre Vincendon;LA TOUR DU PIN;38110
2322N3033269M;Allée du Domaine Fleuri 38600 Fontaine;;Allée du Domaine Fleuri;Fontaine;38600;38169;38;84;38169_0407;adresse non géocodée ban car aucune correspondance trouvée;Lotissement ''Domaine du Bois Fleuri'' Lot 13;LE HINGLE;22100
2438N1223931F;Rue des Amours 38140 Rives;;Rue des Amours;Rives;38140;38337;38;84;38337_0070;adresse non géocodée ban car aucune correspondance trouvée;Rue des Amours;RIVES;38140
2138N0451972J;Avenue du Rif Nel 38750 Huez;;;Huez;38750;38191;38;84;38191_0440;adresse géocodée ban à l'adresse;LE CHRISTINA;;
;;;;;;;;;;;;;
2238N2283809R;Rue Emile Romanet 38370 Saint-Clair-du-Rhône;;;Saint-Clair-du-Rhône;38370;38378;38;84;38378_0310;adresse géocodée ban à l'adresse;Clair Romanet B;;
;;;;;;;;;;;;;
2238N2265137N;Route de la Plaine 38230 Chavanoz;;Route de la Plaine;Chavanoz;38230;38097;38;84;38097_0456;adresse non géocodée ban car aucune correspondance trouvée;Route de la Plaine;Chavanoz;38230
2238N2898543H;Boulevard de Saint-hubert 38080 L'Isle-d'Abeau;;Boulevard de Saint-hubert;L'Isle-d'Abeau;38080;38193;38;84;38193_0265;adresse non géocodée ban car aucune correspondance trouvée;Rue Stéphane Hessel / Boulevard Saint Hubert / Avenue Henri Bergson;L ISLE D ABEAU, France;38080
2338N4066273A;Rue Marx Dormoy 38000 Grenoble;;Rue Marx Dormoy;Grenoble;38000;38185;38;84;38185_4904;adresse non géocodée ban car aucune correspondance trouvée;rue Marx Dormoy;GRENOBLE;38000
2338N0728514R;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;adresse non géocodée ban car aucune correspondance trouvée;Avenue de Claix;SEYSSINS;38180
2338N3257224T;122 Route de Lyon 38140 Apprieu;122;Route de Lyon;Apprieu;38140;38013;38;84;38013_0729_00122;adresse non géocodée ban car aucune correspondance trouvée;122 route de Lyon;APPRIEU;38140
2238N1057644M;2 Le Vieux Chemin 38630 Les Avenières Veyrins-Thuellin;2;Le Vieux Chemin;Les Avenières Veyrins-Thuellin;38630;38022;38;84;38022_q93dpp_00002;adresse non géocodée ban car aucune correspondance trouvée;2 Le Vieux Chemin;LES AVENIERES;38630
2438N2198654O;Rue des Amours 38140 Rives;;Rue des Amours;Rives;38140;38337;38;84;38337_0070;adresse non géocodée ban car aucune correspondance trouvée;Rue des Amours;RIVES;38140
2238N0863803B;Rue Marguerite Rozand 38230 Pont-de-Chéruy;;;Pont-de-Chéruy;38230;38316;38;84;38316_0412;adresse géocodée ban à l'adresse;LE PETIT ANTOINE;;
;;;;;;;;;;;;;
2238N0580712Y;249 Rue de la Convention 38670 Chasse-sur-Rhône;249;Rue de la Convention;Chasse-sur-Rhône;38670;38087;38;84;38087_0198_00249;adresse non géocodée ban car aucune correspondance trouvée;221, 249 rue de la Convention;CHASSE-SUR-RHONE;38670
2138N0582942R;Rue le Poulet 38240 Meylan;;Rue le Poulet;Meylan;38240;38229;38;84;38229_0630;adresse non géocodée ban car aucune correspondance trouvée;Lieu dit le Charlaix;MEYLAN;38240
2338N3292558T;14 Rue Henri Tarze 38000 Grenoble;14;Rue Henri Tarze;Grenoble;38000;38185;38;84;38185_3550_00014;adresse non géocodée ban car aucune correspondance trouvée;14 Rue Henri Tarze;Grenoble;38000
